CGPA,Attendance,Backlogs,ParentalIncome,BehaviorRating,PerformanceTrend,RiskLabel
3.68,88,0,90912,7,-1,High Risk
3.47,68,7,70384,1,-1,Dropout
6.51,99,1,135007,9,0,Low Risk
7.25,54,6,54588,7,1,High Risk
3.17,69,5,146373,9,-1,High Risk
7.06,67,3,58555,9,0,Medium Risk
6.73,39,2,35379,6,-1,Dropout
3.11,33,6,114302,9,1,Dropout
3.3,51,1,16714,9,0,High Risk
9.39,45,4,103052,1,1,Suspended
9.34,69,2,93521,8,0,Medium Risk
3.33,86,3,94010,9,1,High Risk
2.24,96,1,132617,3,0,High Risk
7.84,53,7,36657,2,0,Suspended
8.18,44,5,140794,1,0,Suspended
9.79,45,7,26406,6,0,High Risk
4.66,63,7,44173,7,-1,High Risk
6.3,93,3,44374,2,-1,Suspended
5.08,90,2,114554,4,1,Medium Risk
6.25,93,0,42481,2,0,Suspended
3.83,64,7,144295,2,1,Dropout
7.2,94,4,32499,4,-1,High Risk
6.01,94,5,90096,6,0,High Risk
9.59,45,7,13996,2,0,Suspended
9.45,48,6,50131,6,1,High Risk
4.32,51,3,36865,7,1,High Risk
6.89,89,6,30572,5,0,High Risk
2.25,54,3,75633,6,-1,High Risk
6.51,58,3,26092,6,1,Medium Risk
3.79,81,4,23068,2,0,Suspended
6.03,42,2,102099,6,1,Medium Risk
8.52,79,7,59641,9,1,High Risk
3.43,99,2,57346,7,1,High Risk
3.2,63,7,62158,3,-1,Dropout
5.73,67,7,92628,1,0,Suspended
8.27,77,1,136875,2,0,Suspended
7.93,79,2,90865,4,1,Low Risk
7.06,39,3,120625,7,1,Dropout
3.02,85,3,87027,9,1,High Risk
4.84,46,6,97193,2,0,Suspended
6.59,60,4,50584,6,1,Medium Risk
8.69,92,3,143015,7,0,Low Risk
4.24,84,3,114565,2,-1,Suspended
7.46,75,3,140988,1,1,Suspended
7.64,99,2,53452,6,-1,High Risk
4.91,38,0,22626,1,0,Dropout
2.49,61,2,26333,1,0,Suspended
2.78,41,3,104333,2,-1,Suspended
2.61,57,7,27673,4,1,Dropout
6.29,91,2,16654,6,-1,High Risk
3.02,84,3,58484,9,0,High Risk
7.78,77,4,21721,7,-1,High Risk
8.29,69,7,135437,1,0,Suspended
9.4,94,0,145225,8,-1,High Risk
8.49,43,6,36866,1,-1,Suspended
8.45,39,5,62838,9,0,Dropout
8.87,59,1,131559,1,1,Suspended
7.59,84,6,118050,7,1,High Risk
4.1,76,6,67194,2,1,Suspended
9.3,57,7,42143,1,1,Suspended
9.32,72,3,86848,3,-1,High Risk
4.21,55,6,121689,5,1,High Risk
6.08,71,6,99299,4,1,High Risk
6.56,78,6,89397,5,-1,High Risk
4.23,40,6,20924,2,0,Suspended
7.32,51,4,118988,3,1,Medium Risk
2.62,90,3,21683,8,1,High Risk
2.31,34,7,65541,3,1,Dropout
3.27,39,1,119337,3,1,Dropout
2.49,32,5,144626,1,-1,Dropout
3.28,31,4,17585,5,1,Dropout
9.59,43,1,112678,9,-1,High Risk
2.94,90,4,146774,4,-1,High Risk
7.57,41,6,147104,2,1,Suspended
3.58,84,2,141101,4,1,High Risk
6.56,64,4,37702,2,0,Suspended
6.85,80,4,33039,6,0,Low Risk
9.31,88,3,93162,9,-1,High Risk
5.86,43,2,36250,4,0,Medium Risk
3.66,82,3,123049,6,1,High Risk
3.63,74,6,104176,3,0,Dropout
2.25,57,7,30523,8,0,Dropout
7.16,81,1,115471,7,1,Low Risk
7.29,62,5,138422,4,1,High Risk
6.08,63,0,77891,9,0,Medium Risk
8.22,62,6,44563,7,0,High Risk
9.56,45,5,142099,8,1,High Risk
7.73,46,4,99825,4,0,Medium Risk
8.16,37,1,24332,5,-1,Dropout
7.16,69,1,31643,9,1,Medium Risk
8.12,78,5,69701,2,1,Suspended
3.1,98,6,122046,5,0,Dropout
2.66,30,5,16829,9,0,Dropout
6.47,61,5,121539,9,0,High Risk
6.42,42,0,135670,8,-1,High Risk
5.41,73,7,62282,9,1,High Risk
6.51,54,4,117309,6,-1,High Risk
4.76,36,0,115021,9,1,Dropout
6.45,34,3,43756,3,-1,Dropout
9.15,45,5,16088,4,-1,High Risk
7.21,97,5,141148,9,1,High Risk
9.46,48,3,104673,2,-1,Suspended
9.28,79,0,31788,3,0,Low Risk
6.92,46,0,17799,4,1,Medium Risk
7.87,80,3,19615,2,0,Suspended
4.75,71,2,137767,2,1,Suspended
7.08,90,1,119822,3,1,Low Risk
3.73,58,5,71797,2,1,Suspended
3.15,40,3,70051,5,0,High Risk
6.81,51,0,94985,5,-1,High Risk
8.47,64,5,98295,6,1,High Risk
7.72,78,4,88845,6,0,Low Risk
5.94,60,3,145150,3,0,Medium Risk
7.58,83,2,146942,7,-1,High Risk
6.28,39,2,148449,9,0,Dropout
3.35,64,2,92246,7,1,High Risk
5.38,72,6,148572,2,1,Suspended
6.88,48,1,39048,6,0,Medium Risk
3.54,99,3,80422,6,1,High Risk
3.73,64,2,51607,9,0,High Risk
4.09,50,0,38794,4,1,High Risk
4.31,92,4,37663,6,0,High Risk
6.16,31,0,63105,2,-1,Dropout
6.27,64,5,135056,5,-1,High Risk
8.85,87,0,35261,1,1,Suspended
2.63,80,6,23570,2,0,Dropout
8.8,91,1,135890,7,-1,High Risk
3.52,59,1,147229,5,1,High Risk
2.6,91,2,130398,2,-1,Suspended
5.1,69,7,82076,1,1,Suspended
2.72,45,2,39738,2,0,Suspended
6.1,42,5,105672,7,0,High Risk
7.77,68,4,26472,2,1,Suspended
3.41,67,5,49103,7,0,High Risk
6.41,72,4,68024,8,0,Medium Risk
8.32,92,0,71262,4,0,Low Risk
5.02,52,4,82706,7,1,Medium Risk
6.3,45,7,139282,4,1,High Risk
6.58,31,6,131854,7,-1,Dropout
7.58,38,0,115035,7,0,Dropout
5.8,56,3,13514,7,0,Medium Risk
4.33,43,1,34881,2,0,Suspended
8.89,98,3,82031,1,0,Suspended
7.87,79,4,72160,3,0,Low Risk
8.21,67,0,41076,7,0,Medium Risk
8.06,36,1,20555,1,0,Dropout
6.24,47,3,140694,3,0,Medium Risk
5.13,39,4,48458,5,1,Dropout
8.01,84,5,97008,8,1,High Risk
4.1,39,3,134403,7,-1,Dropout
9.06,35,5,143993,9,1,Dropout
7.62,50,2,19028,9,-1,High Risk
6.43,39,5,54390,4,0,Dropout
7.12,42,7,19605,5,1,High Risk
6.98,35,1,12420,1,0,Dropout
4.48,56,2,116716,2,-1,Suspended
9.74,63,4,86992,1,1,Suspended
2.06,43,5,70049,2,-1,Suspended
4.8,90,5,27585,7,0,High Risk
2.41,71,1,89220,1,1,Suspended
6.86,31,6,33007,1,1,Dropout
4.6,56,5,124049,5,1,High Risk
5.18,78,1,80288,3,0,Medium Risk
6.64,61,2,28007,9,-1,High Risk
3.13,55,7,21817,3,1,Dropout
6.33,48,7,74948,7,-1,High Risk
4.74,65,1,97057,3,-1,High Risk
4.48,67,5,18577,9,-1,High Risk
9.72,48,6,106806,1,1,Suspended
8.73,49,5,31629,3,-1,High Risk
7.41,47,3,101432,7,0,Medium Risk
8.09,52,5,117942,1,-1,Suspended
2.05,69,1,73862,8,0,High Risk
9.31,54,7,123084,3,-1,High Risk
4.8,77,3,91658,8,1,High Risk
5.29,48,5,64716,8,0,High Risk
4.44,86,2,13399,3,0,High Risk
8.94,81,4,136766,3,-1,High Risk
8.82,63,1,140306,2,0,Suspended
8.31,86,7,76533,4,0,High Risk
2.06,89,5,107955,3,1,High Risk
6.02,52,2,109458,1,0,Suspended
8.63,86,6,27830,8,1,High Risk
7.42,37,7,148024,2,0,Dropout
9.04,58,7,25091,5,0,High Risk
5.17,42,2,36968,2,0,Suspended
6.38,63,6,28256,2,1,Suspended
8.89,79,0,60106,1,-1,Suspended
9.07,54,7,27878,1,1,Suspended
9.4,70,4,141279,6,1,Low Risk
2.69,67,1,99468,1,-1,Suspended
4.62,77,1,137326,6,0,High Risk
7.72,71,4,145091,5,0,Low Risk
8.47,80,3,104672,9,0,Low Risk
6.32,53,2,59987,4,1,Medium Risk
2.32,32,6,17304,2,1,Dropout
9.0,38,0,54544,4,1,Dropout
5.58,41,1,75997,2,-1,Suspended
7.7,45,4,95380,6,1,Medium Risk
6.36,56,0,44261,1,-1,Suspended
8.69,34,6,114992,4,0,Dropout
4.83,51,3,123570,9,-1,High Risk
3.14,87,0,11355,9,-1,High Risk
5.55,92,3,57266,9,1,Medium Risk
7.9,74,1,108896,3,-1,High Risk
5.3,71,3,77967,6,0,Medium Risk
9.23,35,6,22911,9,0,Dropout
7.54,87,4,135918,6,-1,High Risk
5.6,66,4,86502,2,1,Suspended
2.13,87,1,14909,2,1,Suspended
4.17,74,4,22128,3,1,High Risk
4.71,36,2,140388,7,-1,Dropout
6.43,47,0,70064,9,0,Medium Risk
2.57,33,3,43033,3,1,Dropout
5.5,52,0,129104,2,1,Suspended
8.72,82,3,144346,9,-1,High Risk
6.23,60,4,94463,5,0,Medium Risk
8.79,99,2,138928,5,0,Low Risk
2.93,81,7,133763,7,-1,Dropout
7.48,42,1,66655,9,0,Medium Risk
9.07,92,5,126435,6,0,High Risk
9.79,88,0,107972,8,1,Low Risk
3.19,87,0,133811,6,1,High Risk
9.35,32,7,45284,1,-1,Dropout
2.79,36,6,104852,9,1,Dropout
3.89,95,3,86015,9,0,High Risk
5.4,66,6,83916,7,-1,High Risk
3.29,62,4,41818,1,-1,Suspended
6.67,96,1,119928,7,0,Low Risk
7.53,83,3,79503,4,0,Low Risk
8.15,79,5,42669,1,-1,Suspended
2.36,75,3,111776,8,-1,High Risk
6.48,99,6,126726,5,-1,High Risk
5.16,51,4,127704,4,0,Medium Risk
7.77,41,3,115319,6,0,Medium Risk
3.49,75,2,15156,9,-1,High Risk
4.23,76,3,53408,7,1,High Risk
4.01,64,1,87988,9,1,High Risk
6.43,64,1,68676,4,0,Medium Risk
7.66,76,2,127139,1,-1,Suspended
5.8,36,5,39493,3,-1,Dropout
3.3,82,2,98545,2,0,Suspended
2.96,95,1,140768,8,0,High Risk
3.62,62,1,54533,1,0,Suspended
4.1,98,6,34544,4,-1,High Risk
3.79,96,4,105595,4,0,High Risk
4.14,80,5,59699,1,1,Suspended
4.79,34,7,39018,8,-1,Dropout
5.68,40,5,26719,7,-1,High Risk
5.35,45,4,78683,2,-1,Suspended
2.07,31,5,50194,8,1,Dropout
5.68,33,0,83072,8,-1,Dropout
3.78,39,4,82941,9,0,Dropout
2.7,79,6,137705,3,1,Dropout
3.19,48,3,110513,5,1,High Risk
5.18,36,0,37785,6,0,Dropout
2.43,91,1,119768,4,-1,High Risk
3.22,83,6,148110,1,1,Dropout
3.27,57,5,122010,7,0,High Risk
2.68,88,3,34791,7,0,High Risk
3.16,51,4,139326,3,0,High Risk
6.8,74,5,128903,6,0,High Risk
4.63,42,5,70405,5,-1,High Risk
5.61,42,4,139814,5,0,Medium Risk
4.15,69,0,56257,4,1,High Risk
2.89,64,0,72232,1,1,Suspended
4.87,60,0,15622,2,1,Suspended
2.48,30,4,108233,8,0,Dropout
4.97,63,2,99037,8,1,High Risk
8.14,54,7,29374,4,0,High Risk
8.86,61,0,16309,4,1,Medium Risk
8.94,46,4,115985,2,-1,Suspended
6.15,95,3,140447,4,-1,High Risk
7.49,52,3,60555,5,0,Medium Risk
4.48,55,4,103550,7,-1,High Risk
4.8,65,3,95621,7,-1,High Risk
4.04,56,2,106462,6,-1,High Risk
7.72,98,7,58392,1,1,Suspended
5.42,79,7,32487,2,1,Suspended
7.65,54,3,115182,6,-1,High Risk
5.54,40,4,72496,3,1,Medium Risk
4.31,45,2,77082,2,-1,Suspended
6.85,54,4,24284,2,-1,Suspended
2.03,80,0,114342,1,0,Suspended
4.67,70,1,125774,8,0,High Risk
6.91,96,4,68420,4,0,Low Risk
8.83,36,0,112330,8,0,Dropout
3.93,87,4,147746,7,-1,High Risk
8.02,99,2,97181,4,-1,High Risk
5.18,89,3,40741,7,-1,High Risk
6.31,94,7,66395,3,-1,High Risk
8.59,97,6,45411,4,0,High Risk
9.11,50,1,133671,7,1,Medium Risk
7.81,67,2,124183,7,0,Medium Risk
3.07,97,0,123585,8,0,High Risk
6.56,45,5,34318,4,-1,High Risk
9.63,51,6,31747,4,1,High Risk
8.78,48,7,73073,4,-1,High Risk
9.17,95,2,45500,1,-1,Suspended
4.56,92,0,144789,4,1,High Risk
5.51,96,0,74442,5,-1,High Risk
9.57,77,7,35259,4,1,High Risk
9.67,62,4,54456,8,1,Medium Risk
7.55,65,6,93731,5,0,High Risk
5.95,30,2,112486,1,-1,Dropout
8.65,91,7,40401,6,1,High Risk
9.14,35,6,23416,8,0,Dropout
6.54,70,3,50721,7,0,Low Risk
5.17,65,0,78305,4,-1,High Risk
7.64,62,6,133938,1,1,Suspended
4.86,70,1,94351,8,0,High Risk
8.99,95,5,54867,5,-1,High Risk
5.87,74,4,139079,8,0,Medium Risk
3.07,59,7,70887,5,1,Dropout
4.38,60,4,114319,1,-1,Suspended
8.86,42,3,55221,6,-1,High Risk
7.71,75,6,149972,2,-1,Suspended
9.52,97,2,126871,4,-1,High Risk
9.21,65,5,53255,6,0,High Risk
8.38,45,6,146365,6,-1,High Risk
8.84,83,2,88847,1,1,Suspended
4.23,50,0,82796,3,1,High Risk
2.99,89,6,145865,1,-1,Dropout
3.87,40,5,36998,3,0,High Risk
5.5,65,3,95443,3,0,Medium Risk
7.14,70,2,32236,3,-1,High Risk
8.13,79,3,107225,2,0,Suspended
3.77,99,5,75364,6,1,High Risk
4.87,57,7,89211,5,-1,High Risk
3.34,56,4,44422,5,-1,High Risk
3.5,51,3,86000,4,1,High Risk
7.59,33,0,131227,2,1,Dropout
6.62,60,6,45377,7,0,High Risk
2.77,84,3,65082,9,1,High Risk
7.24,31,6,69633,6,-1,Dropout
5.74,61,0,149462,1,-1,Suspended
3.37,98,5,147023,8,0,High Risk
2.7,37,1,137310,6,-1,Dropout
8.03,96,2,116255,3,-1,High Risk
7.39,72,5,103153,7,0,High Risk
9.43,30,5,88253,2,0,Dropout
2.7,64,6,19795,1,-1,Dropout
5.52,69,4,132352,7,1,Medium Risk
6.91,70,7,130469,4,1,High Risk
4.75,54,1,79833,5,0,High Risk
7.77,79,0,88346,5,0,Low Risk
3.66,91,0,50916,6,1,High Risk
7.4,73,4,105660,1,1,Suspended
8.92,73,1,143496,9,-1,High Risk
4.87,67,7,144288,1,1,Suspended
4.32,68,1,142545,6,-1,High Risk
6.78,60,0,129786,9,1,Medium Risk
2.93,74,0,105402,6,1,High Risk
5.4,69,1,42850,7,-1,High Risk
5.59,96,5,88348,9,-1,High Risk
5.76,69,4,135982,4,-1,High Risk
2.82,93,0,46516,9,1,High Risk
4.6,86,6,128371,4,-1,High Risk
4.39,30,6,37786,5,1,Dropout
2.46,67,5,29650,5,0,High Risk
7.94,61,3,77762,5,1,Medium Risk
7.71,47,0,82852,6,1,Medium Risk
4.02,71,1,39415,6,1,High Risk
3.28,73,2,96962,8,1,High Risk
4.4,72,3,143242,4,0,High Risk
9.54,89,0,67219,1,-1,Suspended
2.1,34,5,38299,6,0,Dropout
7.96,87,5,148463,8,1,High Risk
9.05,48,4,101353,4,-1,High Risk
3.04,89,1,107654,4,-1,High Risk
5.96,92,0,90000,2,1,Suspended
4.11,73,7,72323,3,1,High Risk
5.45,42,1,25941,4,-1,High Risk
8.21,69,5,17444,3,1,High Risk
7.48,79,1,140745,4,-1,High Risk
3.06,82,7,36627,9,-1,Dropout
3.06,38,1,34204,6,-1,Dropout
5.38,63,6,68126,9,0,High Risk
4.84,81,0,13794,7,1,High Risk
9.76,50,3,130973,2,-1,Suspended
3.44,74,4,68413,5,-1,High Risk
3.15,42,3,21829,7,-1,High Risk
9.72,43,3,57457,8,1,Medium Risk
3.56,58,3,74102,4,-1,High Risk
3.67,78,6,69469,9,-1,Dropout
3.85,82,0,118093,2,1,Suspended
8.28,57,4,40632,1,-1,Suspended
4.59,65,2,46843,3,1,High Risk
8.36,62,7,50770,1,0,Suspended
3.72,76,2,148143,7,0,High Risk
3.25,88,7,29703,2,1,Dropout
9.51,85,3,46656,2,-1,Suspended
9.32,35,5,96613,8,-1,Dropout
2.39,68,2,91848,3,0,High Risk
5.82,96,0,126242,4,0,Medium Risk
6.6,42,7,75524,4,-1,High Risk
8.35,68,4,66195,8,0,Medium Risk
5.95,75,3,13709,6,-1,High Risk
5.92,32,0,20316,9,0,Dropout
4.5,63,0,136515,5,0,High Risk
5.75,81,7,65387,5,1,High Risk
3.84,45,4,116694,3,1,High Risk
9.22,90,3,132315,7,-1,High Risk
4.58,95,5,66558,5,-1,High Risk
2.07,52,6,75138,2,1,Dropout
6.72,58,7,140877,5,-1,High Risk
5.86,95,6,146803,7,-1,High Risk
9.48,32,0,35960,8,1,Dropout
9.61,44,1,36038,9,0,Medium Risk
7.79,75,7,62633,3,-1,High Risk
7.83,65,1,125708,8,0,Medium Risk
8.27,71,1,80499,4,0,Low Risk
3.92,32,1,27670,1,1,Dropout
4.62,32,4,100894,5,0,Dropout
6.84,33,4,90846,3,1,Dropout
3.49,87,3,85761,9,1,High Risk
6.72,77,1,99680,3,0,Low Risk
9.54,82,0,137978,1,1,Suspended
5.95,42,6,52581,7,-1,High Risk
7.76,94,5,47874,7,1,High Risk
9.54,90,6,95312,7,1,High Risk
9.19,80,6,49906,4,1,High Risk
6.02,62,6,149628,4,1,High Risk
4.02,31,0,105552,6,-1,Dropout
6.18,64,6,62810,7,-1,High Risk
8.95,60,5,93394,1,1,Suspended
7.46,88,4,62919,5,-1,High Risk
7.56,82,6,54508,8,0,High Risk
8.08,48,2,78737,1,0,Suspended
2.24,80,4,137912,9,1,High Risk
9.11,56,1,71491,1,0,Suspended
4.6,83,6,39060,9,0,High Risk
5.93,49,0,13668,9,1,Medium Risk
9.11,59,4,128981,3,-1,High Risk
2.95,73,0,24833,3,0,High Risk
3.04,67,3,98022,3,-1,High Risk
7.15,77,4,16880,2,0,Suspended
4.09,34,4,97941,5,-1,Dropout
7.47,88,0,58181,5,1,Low Risk
4.44,56,7,17322,8,-1,High Risk
8.28,76,1,76918,5,1,Low Risk
4.6,71,5,97983,8,-1,High Risk
3.84,45,3,132827,8,-1,High Risk
6.23,37,1,72993,2,-1,Dropout
8.82,80,1,59966,8,1,Low Risk
8.38,40,7,13573,6,1,High Risk
8.36,31,3,15060,7,0,Dropout
5.84,91,5,21612,9,0,High Risk
3.1,30,7,21891,3,0,Dropout
7.16,43,0,121129,1,1,Suspended
2.52,97,3,44946,9,-1,High Risk
6.22,30,7,38672,7,0,Dropout
3.95,40,7,143293,7,-1,Dropout
4.8,79,4,88066,5,1,High Risk
9.61,68,0,76345,4,-1,High Risk
8.19,66,2,100034,4,0,Medium Risk
9.39,82,3,24017,6,-1,High Risk
7.82,53,1,67943,1,1,Suspended
6.3,84,1,39152,6,1,Medium Risk
8.93,64,1,51999,2,0,Suspended
7.22,72,7,16406,7,1,High Risk
6.91,47,6,23133,2,-1,Suspended
7.73,87,5,64345,6,-1,High Risk
6.01,78,0,48221,4,1,Medium Risk
7.03,64,3,120443,3,-1,High Risk
8.1,90,0,26088,3,-1,High Risk
8.4,33,6,110393,6,-1,Dropout
5.36,94,5,22170,6,-1,High Risk
6.24,80,2,120540,7,0,Medium Risk
9.76,52,1,40571,7,1,Medium Risk
7.79,67,6,108316,7,1,High Risk
7.77,79,6,62290,9,-1,High Risk
5.21,85,4,82944,7,1,Medium Risk
7.62,47,2,45059,3,0,Medium Risk
9.12,83,0,44075,6,1,Low Risk
3.55,65,2,107013,7,0,High Risk
9.57,92,3,112677,2,-1,Suspended
5.35,79,1,149322,8,1,Medium Risk
7.47,50,7,140301,6,1,High Risk
3.33,74,5,144048,3,1,High Risk
2.63,64,0,32623,6,1,High Risk
5.9,47,3,92331,7,0,Medium Risk
4.92,33,0,50225,7,-1,Dropout
2.97,52,0,36823,2,1,Suspended
9.01,77,4,20916,7,0,Low Risk
3.77,73,4,52634,8,-1,High Risk
3.6,64,4,112960,3,0,High Risk
5.47,61,3,12684,7,1,Medium Risk
3.11,66,3,78095,1,0,Suspended
7.02,43,4,28113,8,0,Medium Risk
6.74,58,2,13055,2,1,Suspended
2.81,33,0,19933,8,0,Dropout
9.69,80,4,62483,4,-1,High Risk
3.01,97,5,66889,4,0,High Risk
7.04,52,3,64697,5,-1,High Risk
2.2,71,4,33268,3,1,High Risk
4.0,73,6,129755,5,0,High Risk
9.42,59,6,108524,2,0,Suspended
5.77,81,0,49974,1,1,Suspended
2.92,56,3,59934,7,-1,High Risk
5.49,99,3,124576,2,0,Suspended
7.13,68,7,100177,8,1,High Risk
2.72,94,2,43545,7,0,High Risk
2.84,41,6,133865,2,0,Dropout
9.21,98,3,143745,4,1,Low Risk
3.32,96,0,59649,9,0,High Risk
4.4,42,3,106875,4,1,High Risk
2.84,49,1,121371,9,1,High Risk
4.71,63,4,127990,4,1,High Risk
7.87,72,7,45930,3,1,High Risk
4.81,71,6,122997,8,0,High Risk
2.6,43,5,36012,1,0,Suspended
8.46,94,3,128777,7,1,Low Risk
5.62,32,7,114199,2,-1,Dropout
9.34,38,2,43135,9,-1,Dropout
8.89,79,0,145579,2,1,Suspended
3.48,44,4,102814,5,0,High Risk
4.5,44,6,106682,2,1,Suspended
4.31,44,4,24060,2,1,Suspended
2.55,40,0,42970,7,1,High Risk
3.94,65,2,110631,9,-1,High Risk
8.18,75,3,55321,7,0,Low Risk
4.03,77,4,123610,4,-1,High Risk
7.58,37,6,15456,6,0,Dropout
9.79,51,2,110244,5,0,Medium Risk
5.51,48,4,86566,3,0,Medium Risk
6.22,42,6,86181,5,1,High Risk
4.92,72,2,98268,2,1,Suspended
2.17,84,4,71635,6,1,High Risk
8.04,56,4,137083,7,1,Medium Risk
5.29,44,2,89837,6,-1,High Risk
5.51,56,2,13972,9,0,Medium Risk
6.88,47,4,85864,6,-1,High Risk
4.31,63,2,94833,2,-1,Suspended
3.45,31,3,141003,7,1,Dropout
8.79,75,7,66938,3,-1,High Risk
2.14,87,2,42390,9,0,High Risk
9.77,44,3,109124,5,-1,High Risk
6.78,94,3,64524,6,0,Low Risk
4.79,38,4,58544,9,1,Dropout
2.98,54,4,87678,8,1,High Risk
9.14,49,0,69317,4,0,Medium Risk
2.77,66,7,123538,9,0,Dropout
2.34,82,7,12477,8,0,Dropout
9.19,82,0,35839,2,1,Suspended
4.23,35,2,74262,1,-1,Dropout
8.01,73,6,33926,6,1,High Risk
7.79,77,5,31530,5,-1,High Risk
5.88,88,1,17288,1,0,Suspended
7.95,37,0,87702,2,1,Dropout
6.87,84,6,73571,2,-1,Suspended
8.99,69,4,18048,9,1,Medium Risk
8.11,53,4,87481,6,0,Medium Risk
9.65,61,7,129045,4,1,High Risk
2.21,63,6,85596,5,1,Dropout
4.79,76,4,92119,9,-1,High Risk
7.28,59,5,99446,6,-1,High Risk
4.96,30,7,42208,3,-1,Dropout
4.72,59,6,31990,5,1,High Risk
3.27,85,3,33553,5,1,High Risk
9.14,42,0,54310,1,0,Suspended
8.58,66,5,95398,2,1,Suspended
4.29,38,1,18323,2,1,Dropout
9.47,73,4,18484,3,1,Low Risk
4.58,80,2,23319,2,0,Suspended
3.64,67,7,147293,7,0,Dropout
6.26,94,7,119429,9,0,High Risk
5.96,79,0,33855,7,-1,High Risk
8.95,36,1,15383,8,-1,Dropout
6.65,60,3,89486,9,0,Medium Risk
5.13,75,6,23369,5,-1,High Risk
8.07,46,7,23690,2,0,Suspended
4.05,58,5,26972,4,0,High Risk
9.0,34,0,59683,5,1,Dropout
5.84,96,4,130763,5,0,Medium Risk
8.67,48,0,96069,7,0,Medium Risk
5.64,64,7,97200,9,1,High Risk
8.81,34,1,97420,7,-1,Dropout
5.93,69,3,17661,4,1,Medium Risk
9.24,69,2,95930,2,-1,Suspended
8.3,94,2,144564,7,-1,High Risk
9.63,80,6,108343,3,1,High Risk
6.77,65,1,113800,1,-1,Suspended
8.94,74,0,23348,7,-1,High Risk
9.61,72,3,28787,9,-1,High Risk
2.58,37,1,18752,9,1,Dropout
7.24,81,7,31491,3,0,High Risk
3.21,98,4,17943,2,-1,Suspended
6.37,30,7,56809,3,1,Dropout
3.29,61,2,136201,6,0,High Risk
8.8,47,5,100236,8,1,High Risk
9.56,95,7,149957,1,0,Suspended
6.6,36,0,44484,1,-1,Dropout
9.36,81,2,99230,4,-1,High Risk
6.04,78,4,10247,4,0,Medium Risk
9.7,92,7,78858,9,0,High Risk
3.25,39,3,63565,3,1,Dropout
3.51,37,1,18086,7,0,Dropout
3.81,68,1,128409,3,0,High Risk
7.76,33,4,115317,3,0,Dropout
2.54,72,3,62545,1,0,Suspended
8.95,98,7,96488,3,0,High Risk
3.07,56,6,90196,2,-1,Dropout
7.61,79,3,13909,4,0,Low Risk
4.12,61,1,33807,9,0,High Risk
7.61,80,5,102205,9,1,High Risk
4.6,60,7,129443,6,1,High Risk
4.6,63,7,145442,5,1,High Risk
4.5,61,6,113533,5,0,High Risk
3.61,40,2,118459,8,-1,High Risk
4.8,40,4,122451,4,1,High Risk
6.67,85,2,92844,5,0,Low Risk
9.39,83,7,148663,1,-1,Suspended
6.73,41,4,112331,9,-1,High Risk
6.09,85,5,54802,8,-1,High Risk
7.26,45,4,46123,7,0,Medium Risk
2.78,72,2,149352,2,-1,Suspended
8.79,31,5,88871,5,0,Dropout
5.77,48,5,53056,4,0,High Risk
8.29,78,2,139613,3,0,Low Risk
3.89,83,5,39974,8,1,High Risk
8.73,90,7,122239,7,0,High Risk
4.97,81,5,32791,1,0,Suspended
3.33,63,2,33877,2,0,Suspended
3.06,44,5,51767,9,-1,High Risk
7.43,95,7,33091,1,0,Suspended
8.59,30,6,143135,1,0,Dropout
5.92,60,7,142762,4,-1,High Risk
9.37,98,0,106589,9,1,Low Risk
7.36,92,6,42337,8,1,High Risk
4.39,67,4,58419,2,-1,Suspended
5.06,52,6,134045,5,0,High Risk
5.99,47,3,126190,4,-1,High Risk
5.36,36,6,63409,5,0,Dropout
6.21,50,3,44734,5,0,Medium Risk
2.99,61,7,44782,1,-1,Dropout
5.88,77,2,109108,7,-1,High Risk
7.4,82,0,29638,1,-1,Suspended
5.11,93,7,146475,5,1,High Risk
8.94,54,2,20988,4,1,Medium Risk
3.23,75,7,48148,9,0,Dropout
5.85,81,3,43469,5,-1,High Risk
7.58,82,0,53406,2,1,Suspended
4.9,83,6,102185,5,0,High Risk
4.85,68,7,84070,9,1,High Risk
6.06,76,2,40697,3,-1,High Risk
5.54,59,6,149280,6,0,High Risk
5.33,81,7,149199,7,1,High Risk
2.9,87,3,13864,6,0,High Risk
6.73,32,4,51284,3,1,Dropout
8.73,45,3,145960,1,0,Suspended
5.95,59,0,114564,4,0,Medium Risk
6.89,60,0,119796,4,1,Medium Risk
3.53,53,4,37633,5,0,High Risk
7.28,52,2,144718,6,0,Medium Risk
4.8,59,0,144535,9,-1,High Risk
7.31,67,3,113245,2,-1,Suspended
3.46,97,4,130179,5,0,High Risk
3.25,36,2,140682,7,1,Dropout
9.73,47,4,89712,5,1,Medium Risk
2.34,47,0,32765,3,-1,High Risk
4.39,79,1,18174,7,1,High Risk
6.13,70,2,50452,2,1,Suspended
9.45,71,1,16387,7,0,Low Risk
9.76,90,2,45241,8,0,Low Risk
2.9,40,3,67450,7,1,High Risk
8.61,35,2,49440,8,0,Dropout
7.54,67,1,64740,9,1,Medium Risk
7.97,47,6,48488,6,0,High Risk
3.93,46,1,84090,2,1,Suspended
2.37,92,5,77258,4,0,High Risk
2.77,54,3,126107,8,-1,High Risk
5.93,82,3,71760,3,1,Medium Risk
3.02,38,3,140263,2,1,Dropout
4.63,41,2,86831,8,0,High Risk
6.14,56,4,129496,3,-1,High Risk
